ID,Pseudodiptomus.Adult,Psedodiptomus.copepidite,Acanthocyclops.adult,Acanthocyclops.copepididte,Cyclopoid.sp.,Cyclopoid.nauplii,Calanoid.naulpii,Harpaticoid,Daphnia.pulex,Daphnia.laevis,Daphnia.magna,Daphnia.mendotea,Ceriodaphnia.sp.,Simocephalus.sp.,Bosmina.sp.,Sididae,Chydorus.sphaericus,Eurycercus,Alona,Chydoridae,Diaphanosoma,Scapholeberis,Cladocera.embryo,Eucypris,Ilyocypris,Cypridopsis,Gammarus,Rotifer,Polychaete,Acari,Chironomid.larvae,Oligochaete,Gastropod,Tardigrade,Nematode,Hyalella,Hydra,Terrestrial.insect,Collembola,Baetidae,Diptera,Hydroptilidae,Coleoptera,Ephemerellidae,Odonata,Bivalve,Trichoptera,Corixidae,Fish.larvae,Streblocerus,Amphipod,Ilyocryptus,DATE,LOCATION,TIME,TEMP..C.,EC...s.cm.,SPC...s.cm.,TDS..mg.L.,SALINITY..PSU.,DO....sat.,DO..mg.L.,pH,TURBIDITY..NTU.,CHL...g.L.,BGA...g.L.,Start.Rotation,End.Rotation,ZOOP.SCORE..1.10.,Notes,VolumeSampled
SMSAC_1/15/2019_12:40,0,5.801659652,5.801659652,174.0497896,0,0,1.933886551,0,156.6448106,0,0,0,73.48768893,0,100.5621006,0,92.82655446,0,1.933886551,0,0,0,19.33886551,0,0,0,0,32.87607136,0,0,0,0,0,0,0,0,3.867773101,0,0,1.933886551,11.6033193,0,0,0,0,0,0,0,0,0,0,NA,NA,SMSAC,12:40:00,10.092,146.9,219,142,0.1,88.1,9.92,7.34,18.28,7.81,0.75,80256,80954,1,NA,1.32588055
ACC_1/28/2019_7:20,0,29.00510175,29.00510175,3422.602007,0,0,58.01020351,0,2001.352021,0,0,0,1073.188765,0,87.01530527,0,174.0306105,0,58.01020351,0,0,0,174.0306105,87.01530527,0,0,58.01020351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,ACC,07:20:00,10.165,214.3,258.7,184,0.14,68,7.64,6.95,41.82,3.85,1.32,80267,80872,5,NA,1.149223113
MNTFEA_1/28/2019_8:00,0,13.49852812,13.49852812,168.7316016,0,0,13.49852812,0,0,0,13.49852812,0,3.374632031,165.3569695,320.590043,40.49558437,185.6047617,16.87316016,23.62242422,0,0,0,0,10.12389609,0,3.374632031,0,16.87316016,0,0,20.24779219,57.36874453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.61653672,NA,NA,MNTFEA,08:00:00,10.065,76.2,106.5,69,0.05,63.2,7.08,7.11,5.88,2.2,0.7,80877,81501,2,NA,1.185314417
SMSUT_3/20/2019_10:25,0,21.35669764,3.050956806,140.3440131,0,6.101913612,15.25478403,1.525478403,3.050956806,0,0,0,7.627392015,0,25.93313285,0,146.4459267,0,12.20382723,0,0,0,32.03504646,6.101913612,0,0,0,56.44270091,3.050956806,0,0,0,0,0,0,0,0,1.525478403,0,0,1.525478403,0,0,0,0,0,1.525478403,0,1.525478403,0,0,NA,NA,SMSUT,10:25:00,13.572,245.6,314.1,204,0.15,90.8,9.43,7.37,14.85,2.26,0.57,80967,81562,1,NA,1.13022769
RGSAC_1/15/2019_13:20,0,4.630101996,13.89030599,208.3545898,0,0,11.57525499,0,50.93112195,0,0,0,41.67091796,0,46.30101996,0,32.41071397,0,13.89030599,0,0,0,6.945152993,0,0,0,0,64.82142793,0,0,0,0,0,0,0,0,2.315050997,0,0,0,6.945152993,0,0,0,0,0,2.315050997,0,0,0,0,NA,NA,RGSAC,13:20:00,10.024,131.9,184.6,120,0.09,89.2,10.05,7.09,14.06,2.5,0.74,80967,81725,1,NA,1.43985309
MNTEB1_1/28/2019_9:35,8.321361233,8.321361233,49.92816738,748.9225107,0,0,41.60680615,8.321361233,58.24952861,0,0,0,108.177696,0,166.4272246,0,857.100207,0,91.5349735,0,0,0,208.0340308,24.96408369,0,0,0,91.5349735,0,0,8.321361233,0,0,0,8.321361233,0,24.96408369,0,0,0,8.321361233,0,0,0,0,0,0,0,0,0,0,NA,NA,MNTEB1,09:35:00,11.413,171.3,231.1,150,0.11,67.4,7.3,7.16,23.43,4.12,0.75,81511,82170,2,NA,1.251798399
SMSAC_3/20/2019_10:40,0,19.84847378,12.2144454,226.7306425,0,0,3.053611351,1.526805675,15.26805675,0,0,0,18.3216681,0,6.107222701,0,12.2144454,0,0,0,0,0,1.526805675,0,0,0,0,42.75055891,4.580417026,0,0,0,0,0,0,0,0,0,0,3.053611351,0,0,4.580417026,0,0,0,0,0,0,0,0,NA,NA,SMSAC,10:40:00,12.003,127.9,169.9,110,0.08,94.1,10.13,7.5,23.77,1.57,0.58,81585,82447,1,NA,1.637405493
RRSAC2_1/15/2019_14:30,0,0,129.3868134,533.7206051,0,10.78223444,32.34670334,5.391117224,156.3423995,0,0,0,371.9870884,32.34670334,145.560165,0,86.2578756,0,16.17335167,0,0,37.73782057,53.91117224,0,0,0,0,636.1518324,5.391117224,0,21.5644689,0,5.391117224,0,0,0,5.391117224,0,0,0,5.391117224,0,0,0,0,0,0,0,0,0,0,NA,NA,RRSAC2,14:30:00,10.018,271.4,279.9,247,0.18,86.8,9.78,7.45,35.77,3.52,0.89,81725,82376,2,NA,1.23660206
SFTSAC_1/28/2019_10:25,0,10.35285343,2.957958123,144.939948,0,0,14.78979061,0,66.55405775,0,8.873874369,0,45.8483509,28.10060216,28.10060216,13.31081155,122.7552621,1.478979061,11.83183249,0,0,0,1.478979061,1.478979061,0,1.478979061,0,35.49549747,0,0,20.70570686,8.873874369,0,0,4.436937184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,SFTSAC,10:25:00,10.189,142.5,198.6,129,0.09,89.7,10.07,7.4,24.04,1.75,0.58,82177,82855,1,NA,1.287889704
RRSAC1_1/15/2019_14:55,0,1.979107507,5.937322521,93.01805283,0,0.989553754,3.958215014,0,6.926876275,0,0,0,32.65527387,0,10.88509129,0,18.80152132,0,4.947768768,0,0,0,8.905983782,0,0,0,0,16.82241381,0,0,3.958215014,0,0,0,0,0,0.989553754,1.979107507,0,0,0,0.989553754,0,0,2.968661261,0,0.989553754,0,0,0,0,NA,NA,RRSAC1,14:55:00,9.994,113.5,158.4,103,0.07,88.7,10.01,7.28,21.56,2.63,0.79,82398,83063,1,NA,1.263195653
ACCSAC4_3/25/2019_6:55,0,48.38626809,38.70901448,1025.788884,0,0,135.4815507,0,29.03176086,0,0,0,58.06352171,9.677253619,164.5133115,0,241.9313405,0,9.677253619,0,0,0,0,0,0,0,0,329.026623,0,0,0,29.03176086,0,0,9.677253619,0,9.677253619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,ACCSAC4,06:55:00,11.431,96.1,129.6,84,0.06,98.4,10.74,7.32,11.69,3.67,0.45,82501,83181,1,NA,1.291688788
RGSAC_1/28/2019_11:35,7.966344467,7.966344467,18.58813709,238.990334,0,2.655448156,13.27724078,7.966344467,66.38620389,0,0,0,39.83172234,23.8990334,39.83172234,0,98.25158176,0,23.8990334,0,0,0,0,0,0,0,0,172.6041301,0,7.966344467,26.55448156,15.93268893,0,5.310896311,2.655448156,0,0,0,13.27724078,2.655448156,0,0,0,2.655448156,0,0,0,0,0,0,0,NA,NA,RGSAC,11:35:00,10.058,146.2,204.2,133,0.1,90.1,10.16,7.46,29.28,1.97,0.66,82872,83665,1,NA,1.506337072
ACCSAC4_1/21/2019_6:45,0,0,38.14801427,310.6338304,0,16.34914897,32.69829794,0,163.4914897,0,0,0,310.6338304,38.14801427,92.64517747,0,185.290355,0,10.89943264,0,0,0,32.69829794,0,0,5.449716324,0,517.7230507,0,0,0,0,0,0,0,0,0,0,0,0,21.7988653,0,0,0,0,0,0,0,0,0,0,NA,NA,ACCSAC4,06:45:00,11.154,111.1,150.9,98,0.07,82.8,9.09,7.26,51.23,3.94,0.83,83068,83712,2,NA,1.223305264
ACCSAC3_3/25/2019_7:05,8.049580992,24.14874298,0,1110.842177,0,0,48.29748595,0,16.09916198,0,0,0,64.39664793,64.39664793,144.8924579,0,225.3882678,32.19832397,56.34706694,0,0,0,8.049580992,0,0,0,0,281.7353347,8.049580992,0,0,0,0,8.049580992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,ACCSAC3,07:05:00,11.42,96.1,129.6,84,0.06,98.5,10.76,7.25,8.31,3.62,0.66,83184,83838,1,NA,1.242300687
ACCSAC3_1/21/2019_6:55,0,5.402736011,37.81915207,507.857185,0,10.80547202,37.81915207,0,221.5121764,0,0,0,470.0380329,37.81915207,199.9012324,0,172.8875523,0,5.402736011,0,0,0,108.0547202,0,0,0,0,324.1641606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,ACCSAC3,06:55:00,11.139,110.2,149.8,97,0.07,83,9.1,7.19,40.59,3.97,0.98,83715,84324,2,NA,1.156821282
KLOG_1/28/2019_12:00,174.8978727,131.1734045,612.1425545,6689.843631,0,131.1734045,306.0712772,0,5902.803204,0,1005.662768,0,1705.254259,174.8978727,1093.111704,0,4066.375541,0,306.0712772,0,0,0,0,218.6223409,87.44893636,0,0,1661.529791,0,0,0,43.72446818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,KLOG,12:00:00,11.407,435.7,587.8,382,0.29,57.9,6.31,7.3,47.46,5.13,0.85,83815,84417,7,NA,1.143524486
ACCSAC2_3/25/2019_7:15,15.28578969,76.42894844,30.57157937,1852.63771,0,0,137.5721072,30.57157937,0,0,45.85736906,0,61.14315876,30.57157937,152.8578969,0,321.0015835,0,107.0005278,0,0,0,0,0,0,0,0,321.0015835,0,0,0,15.28578969,0,15.28578969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,ACCSAC2,07:15:00,11.565,102,136.9,89,0.06,98.1,10.67,7.12,12.29,4.29,0.75,83838,84412,2,NA,1.090337301
ACCSAC2_1/21/2019_7:10,0,40.88874539,32.71099631,637.864428,0,0,114.4884871,8.177749077,515.1981919,0,81.77749077,0,302.5767159,122.6662362,408.8874539,0,171.7327306,16.35549815,40.88874539,0,0,0,8.177749077,8.177749077,0,0,0,809.5971587,0,0,8.177749077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,ACCSAC2,07:10:00,11.455,114.8,154.7,101,0.07,82.6,9,6.94,47.13,4.41,1.03,84320,84835,2,NA,0.978264303
ACCSAC1_3/25/2019_7:30,0,28.61489859,35.76862324,339.8019208,0,3.576862324,14.3074493,0,28.61489859,0,0,0,32.19176092,0,132.343906,0,53.65293486,0,3.576862324,0,0,0,14.3074493,3.576862324,0,3.576862324,0,92.99842044,0,0,0,7.153724648,0,0,3.576862324,0,21.46117394,3.576862324,3.576862324,0,14.3074493,0,0,0,0,0,0,0,0,0,0,NA,NA,ACCSAC1,07:30:00,10.876,71,97.1,63,0.05,101,11.16,7.19,6.88,3.45,0.69,84424,85093,1,NA,1.270793823
TPSAC_1/28/2019_12:15,0,76.40676297,101.8756839,2877.988072,0,0,152.8135259,0,2470.485336,0,509.3784198,0,1069.694682,0,407.5027358,0,1095.163602,0,152.8135259,0,0,25.46892099,203.7513679,127.344605,0,25.46892099,25.46892099,458.4405778,0,25.46892099,0,0,0,0,25.46892099,0,25.46892099,0,0,25.46892099,0,0,0,0,0,0,0,0,0,0,0,NA,NA,TPSAC,12:15:00,11.408,436.6,589.2,383,0.29,59,6.4,7.29,46.96,4.98,0.82,84425,85114,6,NA,1.308784669
ACCSAC1_1/21/2019_7:20,5.796230078,26.08303535,5.796230078,315.8945392,0,0,43.47172559,0,95.6377963,0,8.694345117,0,182.5812475,84.04533614,176.7850174,0,194.1737076,2.898115039,8.694345117,0,0,0,20.28680527,0,5.796230078,0,0,234.7473181,2.898115039,0,14.4905752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,ACCSAC1,07:20:00,10.936,94.3,128.8,84,0.06,87.6,9.66,6.99,37.67,3.71,0.98,84835,85354,1,NA,0.985862472
ACC_3/25/2019_7:40,0,171.4796732,428.6991831,22978.27621,0,0,0,0,85.73983662,0,257.2195099,0,600.1788564,1200.357713,171.4796732,0,11574.87794,85.73983662,685.918693,0,0,0,0,0,85.73983662,85.73983662,0,171.4796732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,ACC,07:40:00,14.601,249.6,311.7,203,0.15,85.9,8.69,7.03,10.88,7.29,0.9,85111,85725,4,NA,1.166318994
KLSAC_1/28/2019_12:25,21.12530485,42.2506097,63.37591455,2323.783534,0,42.2506097,147.877134,0,1478.77134,0,169.0024388,0,507.0073164,0,316.8795728,0,654.8844504,0,42.2506097,0,0,0,84.5012194,84.5012194,0,0,0,781.6362795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.12530485,0,0,0,0,NA,NA,KLSAC,12:25:00,10.568,249,343.4,223,0.17,79.8,8.87,7.35,38.62,3.1,0.75,85124,85747,4,NA,1.183414875
ACC_1/21/2019_7:35,0,48.03308366,216.1488764,2449.687266,0,24.01654183,72.04962548,0,1176.81055,0,0,0,384.2646692,0,816.5624221,0,288.1985019,0,96.06616731,0,0,0,48.03308366,0,0,0,0,552.380462,0,0,0,0,0,0,0,0,0,0,0,24.01654183,0,0,0,0,0,0,0,0,0,0,0,NA,NA,ACC,07:35:00,12.866,140.8,183.2,119,0.09,68.5,7.23,6.78,34.27,6.12,0.97,85351,85899,4,NA,1.0409492
MNTFEA_3/25/2019_8:05,0,21.61094404,194.4984964,11064.80335,0,0,64.83283213,0,21.61094404,0,0,0,129.6656643,0,453.8298249,0,345.7751047,0,0,0,0,0,21.61094404,0,0,0,0,540.2736011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,MNTFEA,08:05:00,11.008,74.3,101.2,66,0.05,96.8,10.66,7.38,3.46,5.51,0.64,85730,86339,3,NA,1.156821282
SMSSL_1/29/2019_11:10,0,0,6.869629375,48.08740563,0,0,0,309.1333219,48.08740563,0,0,0,20.60888812,0,0,0,109.91407,0,27.47851751,0,0,0,6.869629375,1722.903051,0,6.869629375,0,96.17481126,0,0,13.73925875,89.30518189,0,0,34.34814688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.869629375,0,NA,NA,SMSSL,11:10:00,13.588,741,946.7,615,0.47,76.8,7.95,7.51,48.18,2.27,0.59,85857,86275,2,NA,0.794008696
MNTFEA_1/21/2019_8:25,0,0,311.0443704,5482.157028,0,0,0,0,15.55221852,0,0,0,62.20887408,0,606.5365222,497.6709926,0,0,62.20887408,0,0,0,155.5221852,0,0,0,0,93.31331111,0,0,0,0,0,0,0,0,0,0,0,0,15.55221852,0,0,0,0,0,0,0,0,0,0,NA,NA,MNTFEA,08:25:00,10.715,69.7,95.8,62,0.04,90.8,10.06,7.24,20.2,3.21,0.93,85894,86571,3,NA,1.285990161
SMSUT_1/29/2019_11:20,0,0,158.6160492,1244.525924,12.20123455,24.4024691,36.60370366,36.60370366,109.811111,0,0,0,146.4148146,85.40864185,195.2197529,0,634.4641967,0,61.00617276,0,0,0,0,0,0,0,0,244.024691,0,0,24.4024691,0,0,0,0,0,12.20123455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,SMSUT,11:20:00,11.684,169.1,226.7,147,0.11,56.6,6.13,7.22,28.27,5.73,0.69,86291,87100,2,NA,1.536729749
MNTEB1_3/25/2019_8:50,0,39.88201491,0,1595.280597,0,0,119.6460447,0,79.76402983,0,0,0,79.76402983,0,0,0,3669.145372,0,199.4100746,0,0,0,1276.224477,0,0,0,0,917.286343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,MNTEB1,08:50:00,14.863,200,247.8,161,0.12,78.3,10.91,7.44,8.46,7.24,0.69,86353,87013,1,NA,1.253697941
MNTEB1_1/21/2019_9:50,0,64.51502413,172.0400644,548.3777051,0,0,86.02003215,0,387.0901448,0,86.02003215,0,892.4578335,0,1042.99289,0,591.3877212,0,43.01001609,0,0,0,655.9027455,21.50500804,0,10.75250402,0,462.3576729,0,0,0,0,0,0,0,0,0,0,0,0,21.50500804,0,0,0,0,0,0,0,0,0,0,NA,NA,MNTEB1,09:50:00,11.728,138.9,185.9,121,0.09,68.9,7.44,7.03,42.4,4.73,0.96,86572,87388,4,NA,1.550026546
SFTSAC_3/25/2019_9:35,0,7.869097113,3.934548557,120.659489,0,0.786909711,4.721458268,0,7.082187402,0,0,0,5.508367979,0,5.508367979,0,7.082187402,0,0,0,0,0,2.360729134,0,0,0,0,20.45965249,0.786909711,0,0,1.573819423,0,0,0,0,0.786909711,2.360729134,0,1.573819423,3.934548557,0,0,0,0,0,1.573819423,0,0.786909711,0,0,NA,NA,SFTSAC,09:35:00,11.534,124.6,167.5,109,0.08,93.7,10.2,7.55,27.94,2.2,0.61,87028,87697,1,NA,1.270793823
SMSAC_1/29/2019_11:40,26.2870804,26.2870804,122.6730419,928.8101742,0,0,43.81180067,8.762360134,438.1180067,0,61.33652094,0,96.38596148,8.762360134,210.2966432,0,455.642727,0,17.52472027,0,0,0,0,0,0,0,0,192.771923,0,0,26.2870804,17.52472027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,SMSAC,11:40:00,10.85,188.9,258.7,168,0.12,86.9,9.63,7.45,29.95,2.48,0.58,87120,87871,2,NA,1.426556294
SFTSAC_1/21/2019_10:35,0,0.889261143,0.889261143,28.45635659,0,1.778522287,0,0,1.778522287,0,0,0,0,0.889261143,16.89596172,0,4.446305717,2.66778343,0.889261143,0,0,0,0,2.66778343,0,0,0,254.0746124,0,0,2.66778343,12.44965601,0,0,3.557044573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,SFTSAC,10:35:00,10.33,117.9,163.7,106,0.08,93.1,10.42,7.48,57.33,2.88,0.92,87395,87987,1,NA,1.124529063
RGSAC_3/25/2019_10:50,0,2.295534579,6.121425545,39.02408785,0,0,0,0,1.530356386,0,0,0,1.530356386,0,0.765178193,0,0.765178193,0,0,0,0,0,1.530356386,0.765178193,0,0,0,3.060712772,0,0,0,0,0,0,0,0,0,0,0,4.591069159,2.295534579,0,0,0,0,0,0,0,0.765178193,0,0,NA,NA,RGSAC,10:50:00,11.152,133.4,181.2,118,0.09,93.9,10.32,7.49,45.04,2.55,0.73,87701,88389,1,NA,1.306885127
RRSAC2_1/29/2019_12:40,6.605302345,6.605302345,79.26362813,653.9249321,0,0,39.63181407,26.42120938,99.07953517,0,0,0,165.1325586,39.63181407,284.0280008,0,118.8954422,0,6.605302345,0,0,0,26.42120938,0,0,0,0,178.3431633,0,0,19.81590703,0,0,0,0,0,0,0,0,0,13.21060469,0,0,0,0,0,0,0,0,0,0,NA,NA,RRSAC2,12:40:00,10.751,180.7,248.8,162,0.12,88.7,9.82,7.46,35.59,2.2,0.56,87885,88682,2,NA,1.513935241
RGSAC_1/21/2019_12:00,0,2.23068897,8.922755879,202.9926962,0,0,2.23068897,0,49.07515733,0,6.692066909,0,31.22964558,0,51.3058463,0,20.07620073,0,4.46137794,0,0,0,8.922755879,0,0,0,0,71.38204703,11.15344485,0,0,0,0,0,4.46137794,0,0,0,0,6.692066909,4.46137794,0,0,0,0,0,2.23068897,0,0,0,0,NA,NA,RGSAC,12:00:00,10.232,125.9,175.2,114,0.08,91.2,10.23,7.43,68.36,2.82,0.92,88004,88594,1,NA,1.120729978
KLOG_3/25/2019_11:10,0,62.08049491,20.6934983,869.1269288,0,0,0,0,0,0,0,0,82.77399322,0,62.08049491,0,1386.464386,0,227.6284813,0,0,0,0,0,0,0,0,2565.99379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,KLOG,11:10:00,12.114,134.8,178.6,116,0.08,93.3,10.02,7.56,16.64,4.2,0.77,88396,89032,2,NA,1.2081089249999999
RRSAC1_1/29/2019_12:45,0,4.126534171,12.37960251,98.00518655,0,1.031633543,9.284701887,0,39.20207463,0,0,0,22.69593794,0,19.60103731,0,53.64494423,0,3.094900628,0,0,0,16.50613669,0,0,0,0,7.221434799,2.063267085,0,0,0,0,0,0,0,0,0,1.031633543,0,9.284701887,0,0,0,0,0,0,0,0,0,0,NA,NA,RRSAC1,12:45:00,10.6,129.4,178.3,116,0.08,90,10,7.35,21.49,1.44,0.54,88688,89417,1,NA,1.384766363
TPSAC_3/25/2019_11:20,0,2.995803689,0,269.622332,0,0,32.95384058,11.98321476,8.98741107,0,0,0,11.98321476,0,41.94125165,0,29.95803689,0,8.98741107,0,0,0,0,0,2.995803689,0,0,77.89089591,0,0,20.97062582,5.991607378,0,0,11.98321476,0,0,0,2.995803689,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,TPSAC,11:20:00,11.205,132.4,179.6,117,0.09,94.1,10.32,7.54,23.71,1.96,0.62,89036,89649,1,NA,1.164419452
KLSAC_3/25/2019_11:30,10.99687911,10.99687911,13.19625493,215.5388306,0,0,19.79438241,0,4.398751645,0,0,0,2.199375823,0,43.98751645,0,37.38938898,0,0,0,0,0,0,0,0,0,0,68.1806505,0,0,2.199375823,4.398751645,0,0,13.19625493,0,0,4.398751645,0,0,0,0,0,2.199375823,0,0,0,0,0,0,0,NA,NA,KLSAC,11:30:00,11.171,132.2,179.4,117,0.09,93.9,10.3,7.48,33.01,2.22,0.7,89653,90357,1,NA,1.337277804
ELDSAC_3/27/2019_7:40,0,16.38476803,5.461589344,289.4642352,0,5.461589344,32.76953607,0,196.6172164,0,21.84635737,0,518.8509877,76.46225082,76.46225082,0,218.4635737,0,32.76953607,0,0,0,10.92317869,0,0,5.461589344,0,60.07748278,0,10.92317869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,ELDSAC,07:40:00,11.917,135.8,181,118,0.09,94.1,10.15,7.89,17.72,2.63,0.37,91888,92455,3,NA,1.077040504
RRSAC4_3/27/2019_8:00,0,8.504726928,10.20567231,204.1134463,0,5.102836157,13.60756309,0.850472693,13.60756309,0,0,0,63.78545196,0,6.803781543,0,11.9066177,0,0.850472693,0,0,0,4.252363464,0,0,0,0,13.60756309,3.401890771,1.700945386,0,0,0,1.700945386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,RRSAC4,08:00:00,11.709,132.5,177.4,225,0.08,93.3,10.12,7.44,21.82,2.45,0.62,92454,93073,1,NA,1.175816706
RRSAC3_3/27/2019_8:10,0,7.019234625,7.896638953,71.06975058,0,0.877404328,11.40625627,0.877404328,10.52885194,0,0.877404328,0,19.30289522,0,3.509617312,0,2.632212984,0,2.632212984,0,0,0,2.632212984,1.754808656,0,0,0.877404328,5.264425969,0.877404328,0.877404328,2.632212984,0,0,0,0,0,0.877404328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,RRSAC3,08:10:00,11.732,133.4,178.4,116,0.08,93.6,10.14,7.38,23.64,2.36,0.61,93075,93675,1,NA,1.139725401
RRSAC2A_3/27/2019_8:20,0,3.831459948,8.429211886,62.83594315,0,3.065167958,5.364043927,0,9.961795865,0,0,0,18.39100775,0,6.130335917,0,3.065167958,0,0.76629199,0,0,0,0.76629199,0,0,0,0,5.364043927,1.532583979,0.76629199,1.532583979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,RRSAC2A,08:20:00,11.733,131.5,175.7,114,0.08,93.6,10.15,7.2,21.6,2.23,0.63,93674,94361,1,NA,1.304985585
RRSAC2B_3/27/2019_8:40,0,5.678117378,8.922755879,87.60523954,0,2.433478876,7.300436628,4.866957752,7.300436628,0,0,0,8.922755879,0,19.46783101,0,21.90130988,0,0.811159625,0,0,0,5.678117378,0,0,0,0.811159625,10.54507513,3.244638501,0,0,0,0,0,0,0,0,0.811159625,0,0.811159625,0.811159625,0,0,0,0,0,0,0,0,0,0,NA,NA,RRSAC2B,08:40:00,11.872,149.4,199.1,129,0.09,93.2,10.06,7.73,20.55,2.53,0.6,94360,95009,1,NA,1.232802976
RRSAC1_3/27/2019_8:55,0,2.645440185,7.054507161,82.89045914,0,0.881813395,5.29088037,0,5.29088037,0,0,0,10.58176074,0,5.29088037,0,2.645440185,0,1.76362679,0,0,0,0,0,0,0.881813395,0,13.22720093,0,0.881813395,4.409066975,0,0,0,0,0,0,0,0,0,0.881813395,0,0,0,0,0,0,0,0,0,0,NA,NA,RRSAC1,08:55:00,11.761,128.6,171.9,112,0.08,93.7,10.14,7.33,22.01,1.61,0.61,95024,95621,1,NA,1.134026774
SMSSL_3/27/2019_9:25,0,0,5.518266215,573.8996863,0,5.518266215,0,22.07306486,22.07306486,0,0,0,11.03653243,49.66439593,0,0,408.3516998,11.03653243,60.70092836,0,0,0,0,5.518266215,0,5.518266215,0,16.55479864,0,0,99.32879186,27.59133107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.10959729,0,NA,NA,SMSSL,09:25:00,16.505,769.2,917.6,597,0.45,85.8,8.33,7.58,44.94,4.01,0.57,95618,96254,2,NA,1.2081089249999999
SMSUT_3/27/2019_9:35,0,0,13.95289152,683.6916842,0,0,6.976445758,0,48.8351203,0,0,0,118.5995779,0,0,0,481.3747573,0,62.78801182,0,0,0,48.8351203,27.90578303,0,0,0,48.8351203,0,0,0,0,0,0,6.976445758,0,0,0,0,6.976445758,69.76445758,0,0,0,6.976445758,0,0,0,0,0,0,NA,NA,SMSUT,09:35:00,16.394,741,886.3,576,0.44,86.5,8.44,7.6,31.44,4.85,0.48,96253,96792,3,NA,1.023853319
SMSAC_3/27/2019_9:55,0,5.682670519,3.788447013,170.4801156,0,1.894223506,7.576894024,1.894223506,26.51912909,0,1.894223506,0,26.51912909,0,9.471117532,0,17.04801156,0,5.682670519,0,0,0,11.36534104,0,0,0,0,26.51912909,0,0,1.894223506,0,0,3.788447013,0,0,0,1.894223506,0,0,5.682670519,0,0,0,0,0,5.682670519,0,1.894223506,0,0,NA,NA,SMSAC,09:55:00,11.817,136.3,182,118,0.09,93.2,10.08,7.76,21.45,2.19,0.52,96787,97559,1,NA,1.466446683
ACCSAC4_4/1/2019_6:55,0,10.74921076,0,575.0827755,0,0,37.62223765,0,16.12381614,0,16.12381614,0,75.2444753,188.1111882,155.863556,0,343.9747443,10.74921076,21.49842152,0,0,0,0,0,21.49842152,0,0,85.99368609,0,0,0,26.87302689,0,0,5.374605379,0,0,5.374605379,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2019-01-04,ACCSAC4,06:55:00,12.553,92.8,121.5,79,0.06,96.5,10.27,7.59,16.5,3.09,0.41,98303,98956,1,NA,1.240401145
ACCSAC3_4/1/2019_7:10,0,7.674090333,3.837045167,376.0304263,0,0,34.5334065,11.5111355,15.34818067,0,11.5111355,0,57.5556775,88.25203883,222.5486197,0,283.9413423,19.18522583,19.18522583,0,0,0,0,0,0,0,0,57.5556775,0,0,3.837045167,15.34818067,0,7.674090333,3.837045167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2019-01-04,ACCSAC3,07:10:00,12.497,92.8,121.8,79,0.06,97.1,10.34,7.41,12.92,3.05,0.54,98965,99651,1,NA,1.3030860420000001
